source_path,screen_name,artifact_class,content_group_id,exact_duplicate,primary_path,candidate_routes,route_mapping_basis,prototype_quality,proposed_wave,production_decision,has_title,has_lang,has_main,has_h1,inline_style_count,template_token_count
AdminFinancePayouts.dc.html,AdminFinancePayouts,ROUTE_SCREEN_OR_STATE,HTML-142,false,AdminFinancePayouts.dc.html,/admin/finance/payouts,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,21,19
AdminFinanceRefunds.dc.html,AdminFinanceRefunds,ROUTE_SCREEN_OR_STATE,HTML-193,false,AdminFinanceRefunds.dc.html,/admin/finance/refunds,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,19,18
AdminListingModeration.dc.html,AdminListingModeration,ROUTE_SCREEN_OR_STATE,HTML-146,false,AdminListingModeration.dc.html,/admin/listings,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,15,8
AdminMunicipalityReports.dc.html,AdminMunicipalityReports,ROUTE_SCREEN_OR_STATE,HTML-140,false,AdminMunicipalityReports.dc.html,/app/municipality/reports,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,19,8
AdminPrivacyGovernance.dc.html,AdminPrivacyGovernance,ROUTE_SCREEN_OR_STATE,HTML-220,false,AdminPrivacyGovernance.dc.html,/admin/privacy,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,33,22
AdminReportsQueue.dc.html,AdminReportsQueue,ROUTE_SCREEN_OR_STATE,HTML-111,false,AdminReportsQueue.dc.html,/admin/reports | /admin/moderation/reports,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,17,14
AdminSettings.dc.html,AdminSettings,ROUTE_SCREEN_OR_STATE,HTML-188,false,AdminSettings.dc.html,/admin/settings,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,28,9
AdminSidebar.dc.html,AdminSidebar,SHARED_COMPONENT,HTML-148,false,AdminSidebar.dc.html,,COMPONENT_CLASSIFICATION,N_A,UNMAPPED,REFERENCE_COMPONENT_CANDIDATE,false,false,false,false,5,8
AdminSupport.dc.html,AdminSupport,ROUTE_SCREEN_OR_STATE,HTML-018,false,AdminSupport.dc.html,/admin/support,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,20,21
AdminSystem.dc.html,AdminSystem,ROUTE_SCREEN_OR_STATE,HTML-224,false,AdminSystem.dc.html,/admin/system,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,27,15
AdminUsers.dc.html,AdminUsers,ROUTE_SCREEN_OR_STATE,HTML-005,false,AdminUsers.dc.html,/admin/users,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,21,13
AffiliateTracking.dc.html,AffiliateTracking,ROUTE_SCREEN_OR_STATE,HTML-017,false,AffiliateTracking.dc.html,/app/partner/campaigns,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,31,10
Albums.dc.html,Albums,ROUTE_SCREEN_OR_STATE,HTML-046,false,Albums.dc.html,/app/community,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_2_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,18,13
ApiConnection.dc.html,ApiConnection,ROUTE_SCREEN_OR_STATE,HTML-155,false,ApiConnection.dc.html,/app/partner/feed,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,23,10
AppHeader.dc.html,AppHeader,SHARED_COMPONENT,HTML-074,false,AppHeader.dc.html,,COMPONENT_CLASSIFICATION,N_A,UNMAPPED,REFERENCE_COMPONENT_CANDIDATE,false,false,false,false,12,6
AttendeeDetail.dc.html,AttendeeDetail,ROUTE_SCREEN_OR_STATE,HTML-055,false,AttendeeDetail.dc.html,/app/organizer/registrations | /app/organizer/check-in,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,24,3
BookAppointment.dc.html,BookAppointment,ROUTE_SCREEN_OR_STATE,HTML-014,false,BookAppointment.dc.html,/app/bookings | /app/expert/bookings,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,21,11
BookingCancellation.dc.html,BookingCancellation,ROUTE_SCREEN_OR_STATE,HTML-056,false,BookingCancellation.dc.html,/app/bookings,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,17,5
BookingConfirmation.dc.html,BookingConfirmation,ROUTE_SCREEN_OR_STATE,HTML-205,false,BookingConfirmation.dc.html,/app/bookings,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,18,3
BookingDetails.dc.html,BookingDetails,ROUTE_SCREEN_OR_STATE,HTML-026,false,BookingDetails.dc.html,/app/bookings | /app/expert/bookings,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,18,3
BookingReschedule.dc.html,BookingReschedule,ROUTE_SCREEN_OR_STATE,HTML-050,false,BookingReschedule.dc.html,/app/bookings,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,22,11
BuyerInquiries.dc.html,BuyerInquiries,ROUTE_SCREEN_OR_STATE,HTML-097,false,BuyerInquiries.dc.html,/app/seller/inquiries,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,18,15
Calendar.dc.html,Calendar,ROUTE_SCREEN_OR_STATE,HTML-040,false,Calendar.dc.html,/app/calendar,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,28,19
CancelOrder.dc.html,CancelOrder,ROUTE_SCREEN_OR_STATE,HTML-031,false,CancelOrder.dc.html,/app/orders,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,21,5
Careers.dc.html,Careers,CONCEPT_OR_UNMAPPED,HTML-145,false,Careers.dc.html,,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,UNMAPPED,ARCHIVE_OR_ROUTE_MAP_GAP,false,false,false,true,43,17
Cart.dc.html,Cart,ROUTE_SCREEN_OR_STATE,HTML-151,false,Cart.dc.html,/app/orders,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,39,16
Categories.dc.html,Categories,CONCEPT_OR_UNMAPPED,HTML-106,false,Categories.dc.html,,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,UNMAPPED,ARCHIVE_OR_ROUTE_MAP_GAP,false,false,false,false,12,6
ChooseAccountType.dc.html,ChooseAccountType,ROUTE_SCREEN_OR_STATE,HTML-201,false,ChooseAccountType.dc.html,/onboarding,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,12,7
Community.dc.html,Community,ROUTE_SCREEN_OR_STATE,HTML-054,false,Community.dc.html,/app/community,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_2_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,true,102,45
CommunityGuidelines.dc.html,CommunityGuidelines,ROUTE_SCREEN_OR_STATE,HTML-191,false,CommunityGuidelines.dc.html,/community-guidelines,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,true,21,6
ContactUs.dc.html,ContactUs,ROUTE_SCREEN_OR_STATE,HTML-141,false,ContactUs.dc.html,/app/support,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,true,37,6
CookieSettings.dc.html,CookieSettings,ROUTE_SCREEN_OR_STATE,HTML-008,false,CookieSettings.dc.html,/privacy | /app/privacy,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,16,7
CreateActivityBasicInfo.dc.html,CreateActivityBasicInfo,ROUTE_SCREEN_OR_STATE,HTML-199,false,CreateActivityBasicInfo.dc.html,/app/organizer/activities,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,36,19
CreateActivityDetails.dc.html,CreateActivityDetails,ROUTE_SCREEN_OR_STATE,HTML-057,false,CreateActivityDetails.dc.html,/app/organizer/activities,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,29,10
CreateActivityLocation.dc.html,CreateActivityLocation,ROUTE_SCREEN_OR_STATE,HTML-044,false,CreateActivityLocation.dc.html,/app/organizer/activities,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,32,10
CreateActivityMedia.dc.html,CreateActivityMedia,ROUTE_SCREEN_OR_STATE,HTML-121,false,CreateActivityMedia.dc.html,/app/organizer/activities,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,20,13
CreateActivityReview.dc.html,CreateActivityReview,ROUTE_SCREEN_OR_STATE,HTML-051,false,CreateActivityReview.dc.html,/app/organizer/activities,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,21,6
CreateEventBasicInfo.dc.html,CreateEventBasicInfo,ROUTE_SCREEN_OR_STATE,HTML-110,false,CreateEventBasicInfo.dc.html,/app/organizer/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,36,19
CreateEventDescription.dc.html,CreateEventDescription,ROUTE_SCREEN_OR_STATE,HTML-202,false,CreateEventDescription.dc.html,/app/organizer/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,23,10
CreateEventLocation.dc.html,CreateEventLocation,ROUTE_SCREEN_OR_STATE,HTML-203,false,CreateEventLocation.dc.html,/app/organizer/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,32,10
CreateEventOrganizerContact.dc.html,CreateEventOrganizerContact,ROUTE_SCREEN_OR_STATE,HTML-032,false,CreateEventOrganizerContact.dc.html,/app/organizer/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,26,10
CreateEventReview.dc.html,CreateEventReview,ROUTE_SCREEN_OR_STATE,HTML-176,false,CreateEventReview.dc.html,/app/organizer/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,24,6
CreateEventTickets.dc.html,CreateEventTickets,ROUTE_SCREEN_OR_STATE,HTML-122,false,CreateEventTickets.dc.html,/app/organizer/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,29,13
CreateGroupBasicInfo.dc.html,CreateGroupBasicInfo,ROUTE_SCREEN_OR_STATE,HTML-120,false,CreateGroupBasicInfo.dc.html,/app/groups,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,27,19
CreateGroupCoverDetails.dc.html,CreateGroupCoverDetails,ROUTE_SCREEN_OR_STATE,HTML-170,false,CreateGroupCoverDetails.dc.html,/app/groups,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,22,10
CreateGroupInviteMembers.dc.html,CreateGroupInviteMembers,ROUTE_SCREEN_OR_STATE,HTML-132,false,CreateGroupInviteMembers.dc.html,/app/groups,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,26,16
CreateGroupReview.dc.html,CreateGroupReview,ROUTE_SCREEN_OR_STATE,HTML-178,false,CreateGroupReview.dc.html,/app/groups,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,20,6
CreateGroupSettings.dc.html,CreateGroupSettings,ROUTE_SCREEN_OR_STATE,HTML-166,false,CreateGroupSettings.dc.html,/app/groups,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,25,21
CreateListing.dc.html,CreateListing,ROUTE_SCREEN_OR_STATE,HTML-208,false,CreateListing.dc.html,/app/marketplace/listings | /app/seller/listings,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,33,26
CreateListingStep2.dc.html,CreateListingStep2,ROUTE_SCREEN_OR_STATE,HTML-082,false,CreateListingStep2.dc.html,/app/marketplace/listings | /app/seller/listings,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,28,16
CreatePost.dc.html,CreatePost,ROUTE_SCREEN_OR_STATE,HTML-183,false,CreatePost.dc.html,/app/community,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_2_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,16,3
DashboardSidebar.dc.html,DashboardSidebar,SHARED_COMPONENT,HTML-196,false,DashboardSidebar.dc.html,,COMPONENT_CLASSIFICATION,N_A,UNMAPPED,REFERENCE_COMPONENT_CANDIDATE,false,false,false,false,3,8
DeliveryTracking.dc.html,DeliveryTracking,ROUTE_SCREEN_OR_STATE,HTML-022,false,DeliveryTracking.dc.html,/app/orders,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,25,0
DisputeReport.dc.html,DisputeReport,ROUTE_SCREEN_OR_STATE,HTML-027,false,DisputeReport.dc.html,/app/orders | /admin/finance/disputes,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,24,0
EditListing.dc.html,EditListing,ROUTE_SCREEN_OR_STATE,HTML-029,false,EditListing.dc.html,/app/marketplace/listings | /app/seller/listings,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,33,4
EventAnalytics.dc.html,EventAnalytics,ROUTE_SCREEN_OR_STATE,HTML-114,false,EventAnalytics.dc.html,/app/organizer/analytics,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,29,15
EventDetails.dc.html,EventDetails,ROUTE_SCREEN_OR_STATE,HTML-164,false,EventDetails.dc.html,/events/[eventId],EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_2_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,true,58,12
EventPublished.dc.html,EventPublished,ROUTE_SCREEN_OR_STATE,HTML-006,false,EventPublished.dc.html,/app/organizer/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,16,2
EventRegistrations.dc.html,EventRegistrations,ROUTE_SCREEN_OR_STATE,HTML-234,false,EventRegistrations.dc.html,/app/organizer | /app/organizer/registrations,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_1_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,21,16
Events Discover.dc.html,Events Discover,ROUTE_SCREEN_OR_STATE,HTML-037,false,Events Discover.dc.html,/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_2_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,true,123,31
Events Grid.dc.html,Events Grid,ROUTE_SCREEN_OR_STATE,HTML-212,false,Events Grid.dc.html,/events,FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_2_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,true,79,23
Events.dc.html,Events,ROUTE_SCREEN_OR_STATE,HTML-020,false,Events.dc.html,/events,EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,OSLO_WAVE_2_CANDIDATE,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,true,74,66
ExpertDetail.dc.html,ExpertDetail,ROUTE_SCREEN_OR_STATE,HTML-233,false,ExpertDetail.dc.html,/experts/[expertId],EXPLICIT_PROJECT_COVERAGE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,false,30,11
FamilyGuideDetail.dc.html,FamilyGuideDetail,ROUTE_SCREEN_OR_STATE,HTML-015,false,FamilyGuideDetail.dc.html,/family-guides/[stage],FILENAME_AND_CONTENT_INFERENCE,LEGACY_OR_UNVERIFIED_PER_SITE_AUDIT,LATER,REFERENCE_REQUIRES_FIGMA_APPROVAL,false,false,false,true,27,4
